Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Timestamp (s),steering (°),TI core temp (C)
6f,d2,ce,c2,0,f0,1d,46,730.395804,179.7210738418604,17.6367104
3a,7b,cf,c2,0,f0,1d,46,730.445803,179.72830917209308,17.6367104
7d,b3,cf,c2,0,f0,1d,46,730.495806,179.73072083720933,17.6367104
80,e0,d3,c2,0,f0,1d,46,730.545803,179.77654414883727,17.6367104
99,75,d1,c2,0,f0,1d,46,730.595806,179.75001482790697,17.6367104
12,5,d1,c2,0,f0,1d,46,730.645807,179.7451913302325,17.6367104
5,24,d0,c2,0,f0,1d,46,730.695808,179.73554450232552,17.6367104
45,2f,cc,c2,0,f0,1d,46,730.745811,179.69213285581395,17.6367104
4f,e3,c8,c2,0,f0,1d,46,730.795813,179.655956372093,17.6367104
f0,e8,c6,c2,0,f0,1d,46,730.845817,179.63425071627898,17.6367104
25,40,c6,c2,0,f0,1d,46,730.895823,179.62701538604654,17.6367104
ed,bb,c2,c2,0,f0,1d,46,730.945826,179.58842740465104,17.6367104
ec,8e,be,c2,0,f0,1d,46,730.995827,179.5426044279069,17.6367104
f3,15,b7,c2,0,f0,1d,46,731.045832,179.4606046325581,17.6367104
51,e3,b4,c2,0,f0,1d,46,731.095836,179.43648731162784,17.6367104
e2,7,c6,c2,0,f0,1d,46,731.145837,179.62460372093028,17.6367104
c1,eb,a7,c2,0,f0,1d,46,731.195843,179.29419387906978,17.6367104
4e,b6,b0,c2,0,f0,1d,46,731.245843,179.3906639999999,17.6367104
4a,89,98,c2,0,f0,1d,46,731.295846,179.1253711255814,17.6367104
e0,da,99,c2,0,f0,1d,46,731.34585,179.13984178604653,17.6367104
58,6a,99,c2,0,f0,1d,46,731.395855,179.13501812093023,17.6367104
e0,da,99,c2,0,f0,1d,46,731.445859,179.13984178604653,17.6367104
74,2c,9b,c2,0,f0,1d,46,731.495861,179.15431211162786,17.6367104
4a,89,98,c2,0,f0,1d,46,731.545865,179.1253711255814,17.6367104
4a,89,98,c2,0,f0,1d,46,731.595872,179.1253711255814,17.6367104
73,ff,96,c2,0,f0,1d,46,731.645875,179.1084891348837,17.6367104
70,d2,92,c2,0,f0,1d,46,731.695875,179.06266582325577,17.6367104
ff,c9,8b,c2,0,f0,1d,46,731.745879,178.98548969302328,17.6367104
59,34,7d,c2,0,f0,1d,46,731.795884,178.82544641860466,17.6367104
26,a,5a,c2,0,f0,1d,46,731.845889,178.43956610232556,17.6367104
60,bb,25,c2,0,f0,1d,46,731.895889,177.86556904186057,17.6367104
eb,19,fe,c1,0,f0,1d,46,731.945894,177.43068284651167,17.6367104
67,a9,85,c1,0,f0,1d,46,731.995896,176.10904347906978,17.6367104
ba,17,5a,c1,0,f0,1d,46,732.045898,175.63093986976742,17.6367104
2b,20,61,c1,0,f0,1d,46,732.095907,175.7081159999999,17.6367104
fe,5d,5f,c1,0,f0,1d,46,732.145919,175.68881916279065,17.6367104
66,77,74,c1,0,f0,1d,46,732.195921,175.92035106976743,17.6367104
66,77,74,c1,0,f0,1d,46,732.24592,175.92035106976743,17.6367104
7c,39,76,c1,0,f0,1d,46,732.295921,175.93964405581391,17.6367104
ac,44,4a,c1,0,f0,1d,46,732.345919,175.4572909395348,17.6367104
2e,a7,31,c1,0,f0,1d,46,732.395926,175.1871767441861,17.6367104
74,b2,5,c1,0,f0,1d,46,732.44593,174.70482731162792,17.6367104
e1,dd,9a,c0,0,f0,1d,46,732.495933,173.53252749767444,17.6367104
9c,af,ef,bf,0,f0,1d,46,732.545939,171.6540808186047,17.6367104
1c,4b,b6,3f,0,f0,1d,46,732.595941,-188.55437224186048,17.6367104
c6,79,21,40,0,f0,1d,46,732.645943,-187.37821071627906,17.6367104
12,69,13,40,0,f0,1d,46,732.695947,-187.5325552744186,17.6367104
5e,60,c,40,0,f0,1d,46,732.745952,-187.6097426232558,17.6367104
a0,8e,ee,3f,0,f0,1d,46,732.795955,-187.93696386976742,17.6367104
31,2e,2,c1,0,f0,1d,46,732.845959,174.66623748837208,17.6367104
20,ca,d,bf,0,f0,1d,46,732.895964,169.1752132465116,17.6367104
14,3d,4c,c0,0,f0,1d,46,732.945966,172.66970411162788,17.6367104
52,1b,30,c0,0,f0,1d,46,733.195981,172.36099992558138,17.6367104
44,a,22,c0,0,f0,1d,46,733.245987,172.20664029767443,17.6367104
44,a,22,c0,0,f0,1d,46,733.295991,172.20664029767443,17.6367104
90,f9,13,c0,0,f0,1d,46,733.345992,172.05229573953488,17.6367104
50,c0,fd,bf,0,f0,1d,46,733.395998,171.80842537674425,17.6367104
4c,40,82,c0,0,f0,1d,46,733.446,173.26240945116285,17.6367104
82,e8,5,c0,0,f0,1d,46,733.496004,171.8979361116278,17.6367104
80,8d,d3,bf,0,f0,1d,46,733.546008,171.34536156279057,17.6367104
cc,7c,c5,bf,0,f0,1d,46,733.59601,171.19101700465114,17.6367104
14,3d,4c,c0,0,f0,1d,46,733.646014,172.66970411162788,17.6367104
0,cd,8c,c0,0,f0,1d,46,733.696018,173.3781754046512,17.6367104
87,59,97,c0,0,f0,1d,46,733.746023,173.49393382325582,17.6367104
46,32,e1,c0,0,f0,1d,46,733.796023,174.30428796279068,17.6367104
b5,71,3a,c1,0,f0,1d,46,733.846028,175.28364586046507,17.6367104
93,fb,77,c1,0,f0,1d,46,733.896032,175.95893720930235,17.6367104
e8,9b,5d,c1,0,f0,1d,46,733.946033,175.66952617674417,17.6367104
7c,39,76,c1,0,f0,1d,46,733.99604,175.93964405581391,17.6367104
1d,4d,51,c1,0,f0,1d,46,734.046041,175.5344670697674,17.6367104
6,8b,4f,c1,0,f0,1d,46,734.096042,175.51517391627897,17.6367104
e8,9b,5d,c1,0,f0,1d,46,734.146042,175.66952617674417,17.6367104
dc,8d,1c,c1,0,f0,1d,46,734.196043,174.95564852093014,17.6367104
a,12,20,c1,0,f0,1d,46,734.246055,174.994234827907,17.6367104
2a,8c,c1,c0,0,f0,1d,46,734.296058,173.95699010232556,17.6367104
bf,29,da,c0,0,f0,1d,46,734.346061,174.22710814883726,17.6367104
27,43,ef,c0,0,f0,1d,46,734.396067,174.45864005581393,17.6367104
74,b2,5,c1,0,f0,1d,46,734.446067,174.70482731162792,17.6367104
8b,74,7,c1,0,f0,1d,46,734.49607,174.72412046511636,17.6367104
58,a4,64,c1,0,f0,1d,46,734.546068,175.74670213953493,17.6367104
d,63,80,c1,0,f0,1d,46,734.596075,176.05116050232562,17.6367104
94,4c,88,c1,0,f0,1d,46,734.646077,176.13798496744187,17.6367104
72,8a,86,c1,0,f0,1d,46,734.69608,176.11868997209308,17.6367104
53,9b,94,c1,0,f0,1d,46,734.746084,176.27304206511621,17.6367104
dd,38,ad,c1,0,f0,1d,46,734.796087,176.54315826976745,17.6367104
c4,d0,db,c1,0,f0,1d,46,734.846091,177.0544491906977,17.6367104
82,d7,7,c2,0,f0,1d,46,734.896094,177.5375708651162,17.6367104
a9,20,2a,c2,0,f0,1d,46,734.946096,177.91380452093017,17.6367104
8a,31,38,c2,0,f0,1d,46,734.996103,178.06815661395342,17.6367104
32,eb,5a,c2,0,f0,1d,46,735.046104,178.4492127627907,17.6367104
75,f6,7e,c2,0,f0,1d,46,735.096109,178.8447404093024,17.6367104
73,ff,96,c2,0,f0,1d,46,735.146113,179.1084891348837,17.6367104
2e,c7,aa,c2,0,f0,1d,46,735.196114,179.3255465302325,17.6367104
c3,18,c0,c2,0,f0,1d,46,735.246115,179.5594864186047,17.6367104
ab,83,d6,c2,0,f0,1d,46,735.296122,179.80548530232556,17.6367104
1d,b9,e1,c2,0,f0,1d,46,735.346128,179.9284844093023,17.6367104
39,7b,e3,c2,0,f0,1d,46,735.396134,179.94777839999995,17.6367104
b6,37,e7,c2,0,f0,1d,46,735.446139,179.98877838139526,17.6367104
64,1e,e6,c2,0,f0,1d,46,735.496142,179.97671955348835,17.6367104
7,51,e8,c2,0,f0,1d,46,735.546144,180.00083704186034,17.6367104
83,d,ec,c2,0,f0,1d,46,735.596146,180.04183685581393,17.6367104
48,5c,f8,c2,0,f0,1d,46,735.64615,180.17689495813954,17.6367104
fe,c9,ef,c2,0,f0,1d,46,735.696154,180.08283650232556,17.6367104
7b,86,f3,c2,0,f0,1d,46,735.746156,180.12383648372088,17.6367104
3a,7b,f7,c2,0,f0,1d,46,735.796166,180.1672479627906,17.6367104
c1,eb,f7,c2,0,f0,1d,46,735.846168,180.17207146046508,17.6367104
61,f1,f5,c2,0,f0,1d,46,735.89617,180.15036563720935,17.6367104
f6,42,f7,c2,0,f0,1d,46,735.946172,180.16483613023252,17.6367104
a5,29,f6,c2,0,f0,1d,46,735.996172,180.15277746976744,17.6367104
48,5c,f8,c2,0,f0,1d,46,736.046177,180.17689495813954,17.6367104
20,e6,f9,c2,0,f0,1d,46,736.096183,180.19377711627897,17.6367104
4,24,f8,c2,0,f0,1d,46,736.146184,180.17448312558133,17.6367104
64,1e,fa,c2,0,f0,1d,46,736.19619,180.19618894883718,17.6367104
cf,cc,f8,c2,0,f0,1d,46,736.246191,180.181718455814,17.6367104
48,5c,f8,c2,0,f0,1d,46,736.296197,180.17689495813954,17.6367104
89,67,f4,c2,0,f0,1d,46,736.346201,180.1334834790697,17.6367104
4,24,f8,c2,0,f0,1d,46,736.396205,180.17448312558133,17.6367104
83,d,ec,c2,0,f0,1d,46,736.446207,180.04183685581393,17.6367104
da,80,e1,c2,0,f0,1d,46,736.49621,179.92607274418606,17.6367104
66,4b,d6,c2,0,f0,1d,46,736.546212,179.80307330232563,17.6367104
a3,fc,c9,c2,0,f0,1d,46,736.596217,179.66801553488358,17.6367104
fb,9c,c3,c2,0,f0,1d,46,736.646221,179.59807439999997,17.6367104
67,4b,ae,c2,0,f0,1d,46,736.696223,179.3641346790697,17.6367104
ac,b0,9e,c2,0,f0,1d,46,736.746227,179.19290009302313,17.6367104
3f,d5,87,c2,0,f0,1d,46,736.796235,178.9420780465116,17.6367104
3e,9f,43,c2,0,f0,1d,46,736.846237,178.19356721860458,17.6367104
67,d6,c5,c1,0,f0,1d,46,736.89624,176.81327447441856,17.6367104
9e,af,38,c1,0,f0,1d,46,736.946243,175.26435270697675,17.6367104
1a,6c,0,c1,0,f0,1d,46,739.346405,174.64694433488376,17.6367104
54,9f,fc,3f,0,f0,1d,46,739.39641,-187.78261931162788,17.6367104
48,11,97,40,0,f0,1d,46,739.446412,-186.08782035348835,17.6367104
b9,45,fc,41,0,f0,1d,46,739.546417,-182.16804373953488,17.6367104
99,ea,39,42,0,f0,1d,46,739.596421,-181.49159469767443,17.6367104
5f,39,6e,42,0,f0,1d,46,739.646425,-180.9175976372093,17.6367104
ed,fa,96,42,0,f0,1d,46,739.696427,-180.4703621023256,17.6367104
2c,d9,b6,42,0,f0,1d,46,739.946448,-180.12065793488372,17.6367104
18,cb,b1,42,0,f0,1d,46,739.996454,-180.17612874418603,17.6367104
98,e1,d1,42,0,f0,1d,46,740.99652,-179.82401324651164,17.6367104
23,52,d2,42,0,f0,1d,46,741.046526,-179.81918907906976,17.6367104
4d,22,c5,42,0,f0,1d,46,741.196536,-179.9638946790698,17.6367104
82,79,c4,42,0,f0,1d,46,741.24654,-179.97113000930233,17.6367104
38,ba,b7,42,0,f0,1d,46,741.296544,-180.11101127441862,17.6367104
dc,19,aa,42,0,f0,1d,46,741.346547,-180.26054020465116,17.6367104
8e,2d,99,42,0,f0,1d,46,741.39655,-180.44624494883723,17.6367104
8,bd,84,42,0,f0,1d,46,741.446555,-180.67053767441863,17.6367104
6d,47,5f,42,0,f0,1d,46,741.496558,-181.08159722790697,17.6367104
ed,30,3f,42,0,f0,1d,46,741.546562,-181.43371272558142,17.6367104
20,2e,22,42,0,f0,1d,46,741.596565,-181.75206340465118,17.6367104
16,13,d2,41,0,f0,1d,46,741.64657,-182.63110001860466,17.6367104
14,eb,52,41,0,f0,1d,46,741.696572,-184.02644561860467,17.6367104
28,cc,3,41,0,f0,1d,46,741.746577,-184.89467520000002,17.6367104
b4,3c,2c,41,0,f0,1d,46,741.796579,-184.4509120744186,17.6367104
96,4d,3a,41,0,f0,1d,46,741.846583,-184.29655981395348,17.6367104
33,da,44,41,0,f0,1d,46,741.896587,-184.18079771162792,17.6367104
30,53,74,41,0,f0,1d,46,741.94659,-183.65985845581395,17.6367104
a0,5b,7b,41,0,f0,1d,46,741.996593,-183.58268249302324,17.6367104
74,d7,77,41,0,f0,1d,46,742.046596,-183.6212684651163,17.6367104
30,53,74,41,0,f0,1d,46,742.096602,-183.65985845581395,17.6367104
66,4,68,41,0,f0,1d,46,742.146604,-183.79491739534885,17.6367104
be,bf,bd,40,0,f0,1d,46,742.196609,-185.6633502139535,17.6367104
91,3b,ba,40,0,f0,1d,46,742.246611,-185.70193635348838,17.6367104
56,a6,a8,40,0,f0,1d,46,742.296614,-185.89488212093025,17.6367104
a0,8e,ee,3f,0,f0,1d,46,742.346617,-187.93696386976742,17.6367104
88,eb,29,bf,0,f0,1d,46,742.396621,169.48390236279067,17.6367104
8a,6f,76,c0,0,f0,1d,46,742.446623,173.13275285581392,17.6367104
4c,40,82,c0,0,f0,1d,46,742.496629,173.26240945116285,17.6367104
c8,4d,5a,c0,0,f0,1d,46,742.54663,172.82404866976742,17.6367104
ea,1,1b,c0,0,f0,1d,46,742.596635,172.1294680186047,17.6367104
14,3d,4c,c0,0,f0,1d,46,742.646639,172.66970411162788,17.6367104
6e,45,53,c0,0,f0,1d,46,742.69664,172.7468763906977,17.6367104
6,2c,3e,c0,0,f0,1d,46,742.746647,172.51534448372092,17.6367104
3b,e6,a1,c0,0,f0,1d,46,742.796651,173.60969977674415,17.6367104
65,21,d3,c0,0,f0,1d,46,742.846651,174.14993586976743,17.6367104
8b,74,7,c1,0,f0,1d,46,742.896657,174.72412046511636,17.6367104
cc,33,3c,c1,0,f0,1d,46,742.946658,175.3029390139535,17.6367104
cc,33,3c,c1,0,f0,1d,46,742.996662,175.3029390139535,17.6367104
ea,22,2e,c1,0,f0,1d,46,743.046665,175.1485867534883,17.6367104
aa,e,8a,c1,0,f0,1d,46,743.096669,176.15727795348835,17.6367104
5b,2b,35,c1,0,f0,1d,46,743.146672,175.2257628837209,17.6367104
28,1,12,c1,0,f0,1d,46,743.196679,174.83988256744192,17.6367104
8,54,fd,c0,0,f0,1d,46,743.246681,174.61299214883718,17.6367104
b8,f8,a,c1,0,f0,1d,46,743.296684,174.76270660465116,17.6367104
f8,f5,3d,c1,0,f0,1d,46,743.346688,175.32223568372092,17.6367104
80,c0,46,c1,0,f0,1d,46,743.396687,175.41870496744184,17.6367104
9e,af,38,c1,0,f0,1d,46,743.44669,175.26435270697675,17.6367104
be,9e,2a,c1,0,f0,1d,46,743.496691,175.11000078139534,17.6367104
a7,dc,28,c1,0,f0,1d,46,743.546694,175.09070762790702,17.6367104
a7,dc,28,c1,0,f0,1d,46,743.596703,175.09070762790702,17.6367104
ea,22,2e,c1,0,f0,1d,46,743.646705,175.1485867534883,17.6367104
88,ed,36,c1,0,f0,1d,46,743.696709,175.24505972093027,17.6367104
fe,5d,5f,c1,0,f0,1d,46,743.746714,175.68881916279065,17.6367104
9e,af,38,c1,0,f0,1d,46,743.796718,175.26435270697675,17.6367104
be,9e,2a,c1,0,f0,1d,46,743.84672,175.11000078139534,17.6367104
cc,33,3c,c1,0,f0,1d,46,743.896721,175.3029390139535,17.6367104
77,93,56,c1,0,f0,1d,46,743.946721,175.59235004651157,17.6367104
f0,73,de,c1,0,f0,1d,46,746.446901,177.08339051162784,17.6367104
be,76,fb,c1,0,f0,1d,46,746.496907,177.4017413581396,17.6367104
75,23,1f,c2,0,f0,1d,46,746.546909,177.79321624186048,17.6367104
a9,20,2a,c2,0,f0,1d,46,746.596912,177.91380452093017,17.6367104
2f,91,2a,c2,0,f0,1d,46,746.646917,177.9186278511628,17.6367104
13,cf,28,c2,0,f0,1d,46,746.696919,177.89933386046505,17.6367104
75,23,1f,c2,0,f0,1d,46,746.746922,177.79321624186048,17.6367104
c4,e2,3,c2,0,f0,1d,46,746.796926,177.49415955348832,17.6367104
78,50,f,c2,0,f0,1d,46,746.846931,177.61957015813948,17.6367104
9f,5a,c9,c1,0,f0,1d,46,746.896934,176.85186245581394,17.6367104
5c,f5,c4,c1,0,f0,1d,46,746.946935,176.80362798139538,17.6367104
3a,33,c3,c1,0,f0,1d,46,746.99694,176.78433298604648,17.6367104
3a,33,c3,c1,0,f0,1d,46,747.046944,176.78433298604648,17.6367104
88,98,c7,c1,0,f0,1d,46,747.096947,176.8325693023255,17.6367104
18,90,c0,c1,0,f0,1d,46,747.146952,176.75539333953486,17.6367104
eb,ec,bd,c1,0,f0,1d,46,747.196954,176.7264518511629,17.6367104
c6,76,ab,c1,0,f0,1d,46,747.246957,176.52386511627913,17.6367104
fc,27,9f,c1,0,f0,1d,46,747.296962,176.38880617674408,17.6367104
75,8a,d6,c1,0,f0,1d,46,747.346965,176.9965680558139,17.6367104
fc,27,9f,c1,0,f0,1d,46,747.396969,176.38880617674408,17.6367104
48,ba,93,c1,0,f0,1d,46,747.446971,176.26339557209303,17.6367104
7e,6b,87,c1,0,f0,1d,46,747.496976,176.1283366325581,17.6367104
1d,4d,51,c1,0,f0,1d,46,747.546979,175.5344670697674,17.6367104
8b,74,7,c1,0,f0,1d,46,747.596981,174.72412046511636,17.6367104
7c,56,61,c0,0,f0,1d,46,747.646983,172.90123601860466,17.6367104
c0,18,ea,bd,0,f0,1d,46,747.696987,165.974330344186,17.6367104
4c,18,8c,3f,0,f0,1d,46,747.746992,-189.01743605581396,17.6367104
b4,39,a8,3f,0,f0,1d,46,747.796995,-188.7087469395349,17.6367104
4,58,5,40,0,f0,1d,46,747.846997,-187.68691490232558,17.6367104
a0,8e,ee,3f,0,f0,1d,46,747.897002,-187.93696386976742,17.6367104
0,9,d8,3d,0,f0,1d,46,747.947011,-193.8025245767442,17.6367104
d6,5e,68,c0,0,f0,1d,46,747.997007,172.9784082976745,17.6367104
20,ca,d,bf,0,f0,1d,46,748.047015,169.1752132465116,17.6367104
26,7a,41,c1,0,f0,1d,46,748.097016,175.36082199069767,17.6367104
28,51,7e,bf,0,f0,1d,46,748.147021,170.4100299906977,17.6367104
f8,ca,43,3f,0,f0,1d,46,748.197023,-189.81084055813952,17.6367104
50,c0,fd,bf,0,f0,1d,46,748.247028,171.80842537674425,17.6367104
12,69,13,40,0,f0,1d,46,748.297037,-187.5325552744186,17.6367104
5e,60,c,40,0,f0,1d,46,748.347041,-187.6097426232558,17.6367104
20,8a,5c,3e,0,f0,1d,46,748.397046,-192.34849160930233,17.6367104
48,39,8d,bf,0,f0,1d,46,748.447048,170.57360863255815,17.6367104
8a,6f,76,c0,0,f0,1d,46,748.497049,173.13275285581392,17.6367104
ef,72,ac,c0,0,f0,1d,46,748.547053,173.7254657302325,17.6367104
3c,3c,43,c1,0,f0,1d,46,748.59706,175.38011497674415,17.6367104
8c,1f,98,c1,0,f0,1d,46,748.647062,176.31163021395355,17.6367104
7a,e4,b6,c1,0,f0,1d,46,748.697065,176.6492757209303,17.6367104
a8,87,b9,c1,0,f0,1d,46,748.747068,176.67821737674421,17.6367104
c9,2a,bc,c1,0,f0,1d,46,748.79707,176.70715685581388,17.6367104
a8,87,b9,c1,0,f0,1d,46,748.847075,176.67821737674421,17.6367104
c9,2a,bc,c1,0,f0,1d,46,748.897077,176.70715685581388,17.6367104
4e,41,b4,c1,0,f0,1d,46,748.947081,176.62033440000005,17.6367104
4,4,7f,c1,0,f0,1d,46,749.097095,176.03611333953495,17.6367104
74,b2,5,c1,0,f0,1d,46,749.147096,174.70482731162792,17.6367104
0,29,9a,3f,0,f0,1d,46,749.197102,-188.86309149767442,17.6367104
88,9b,3d,40,0,f0,1d,46,749.247102,-187.06950653023256,17.6367104
96,ac,4b,40,0,f0,1d,46,749.297106,-186.9151469023256,17.6367104
c6,79,21,40,0,f0,1d,46,749.347108,-187.37821071627906,17.6367104
6c,71,1a,40,0,f0,1d,46,749.397112,-187.45538299534886,17.6367104
a0,8e,ee,3f,0,f0,1d,46,749.447117,-187.93696386976742,17.6367104
54,9f,fc,3f,0,f0,1d,46,749.497122,-187.78261931162788,17.6367104
a0,8e,ee,3f,0,f0,1d,46,749.547123,-187.93696386976742,17.6367104
4,58,5,40,0,f0,1d,46,749.597128,-187.68691490232558,17.6367104
d4,8a,2f,40,0,f0,1d,46,749.64713,-187.2238510883721,17.6367104
84,6c,d2,3f,0,f0,1d,46,749.697134,-188.2456831255814,17.6367104
96,ac,4b,40,0,f0,1d,46,749.747137,-186.9151469023256,17.6367104
b0,2a,ac,40,0,f0,1d,46,749.797141,-185.85628844651166,17.6367104
53,5d,d6,40,0,f0,1d,46,749.847145,-185.39323216744185,17.6367104
3c,7,35,41,0,f0,1d,46,749.89715,-184.35444279069768,17.6367104
4c,97,85,41,0,f0,1d,46,749.94715,-183.47038995348836,17.6367104
e6,bb,be,41,0,f0,1d,46,749.997155,-182.84333324651163,17.6367104
15,a7,1,42,0,f0,1d,46,750.047159,-182.10900306976745,17.6367104
0,3f,8,42,0,f0,1d,46,750.097163,-182.03665026976745,17.6367104
c8,cc,cc,41,0,f0,1d,46,750.147164,-182.68898098604652,17.6367104
4d,2b,5,42,0,f0,1d,46,750.197168,-182.0704150883721,17.6367104
ab,f8,2,42,0,f0,1d,46,750.247172,-182.09453240930233,17.6367104
85,af,8,42,0,f0,1d,46,750.297174,-182.03182710697672,17.6367104
a2,71,a,42,0,f0,1d,46,750.347178,-182.01253294883722,17.6367104
38,c3,b,42,0,f0,1d,46,750.397181,-181.9980622883721,17.6367104
6d,1a,1f,42,0,f0,1d,46,750.447185,-181.78582822325583,17.6367104
8e,9,39,42,0,f0,1d,46,750.497189,-181.50124119069767,17.6367104
52,58,45,42,0,f0,1d,46,750.547191,-181.36618325581395,17.6367104
d3,65,85,42,0,f0,1d,46,751.39725,-180.66330234418606,17.6367104
5c,d6,85,42,0,f0,1d,46,751.447245,-180.65847851162792,17.6367104
8,bd,84,42,0,f0,1d,46,751.497259,-180.67053767441863,17.6367104
ec,fa,82,42,0,f0,1d,46,751.547262,-180.6898316651163,17.6367104
24,52,82,42,0,f0,1d,46,751.597266,-180.69706649302324,17.6367104
24,52,82,42,0,f0,1d,46,751.647271,-180.69706649302324,17.6367104
78,ce,7f,42,0,f0,1d,46,751.697264,-180.7246575627907,17.6367104
f3,5d,7f,42,0,f0,1d,46,751.747275,-180.72948072558137,17.6367104
5c,c,7e,42,0,f0,1d,46,751.797281,-180.74395155348836,17.6367104
24,88,7a,42,0,f0,1d,46,751.847283,-180.78253953488374,17.6367104
ba,d9,7b,42,0,f0,1d,46,751.897285,-180.7680688744186,17.6367104
c6,ba,7c,42,0,f0,1d,46,751.94729,-180.75842221395348,17.6367104
ba,d9,7b,42,0,f0,1d,46,751.997292,-180.7680688744186,17.6367104
24,88,7a,42,0,f0,1d,46,752.047296,-180.78253953488374,17.6367104
f7,e4,77,42,0,f0,1d,46,752.097301,-180.8114810232558,17.6367104
bf,60,74,42,0,f0,1d,46,752.147304,-180.85006900465115,17.6367104
1d,2e,72,42,0,f0,1d,46,752.197307,-180.8741863255814,17.6367104
1d,2e,72,42,0,f0,1d,46,752.247311,-180.8741863255814,17.6367104
12,4d,71,42,0,f0,1d,46,752.297314,-180.88383281860465,17.6367104
27,43,ef,c0,0,f0,1d,46,755.397531,174.45864005581393,17.6367104
46,32,e1,c0,0,f0,1d,46,755.447532,174.30428796279068,17.6367104
81,4b,f6,c0,0,f0,1d,46,755.497537,174.53581233488376,17.6367104
54,c7,f2,c0,0,f0,1d,46,755.54754,174.49722619534884,17.6367104
27,43,ef,c0,0,f0,1d,46,755.597545,174.45864005581393,17.6367104
54,c7,f2,c0,0,f0,1d,46,755.647547,174.49722619534884,17.6367104
27,43,ef,c0,0,f0,1d,46,755.697552,174.45864005581393,17.6367104
81,4b,f6,c0,0,f0,1d,46,755.747555,174.53581233488376,17.6367104
54,c7,f2,c0,0,f0,1d,46,755.797557,174.49722619534884,17.6367104
ae,cf,f9,c0,0,f0,1d,46,755.847561,174.57439847441856,17.6367104
81,4b,f6,c0,0,f0,1d,46,755.897565,174.53581233488376,17.6367104
81,4b,f6,c0,0,f0,1d,46,755.947569,174.53581233488376,17.6367104
81,4b,f6,c0,0,f0,1d,46,755.997573,174.53581233488376,17.6367104
54,c7,f2,c0,0,f0,1d,46,756.047575,174.49722619534884,17.6367104
81,4b,f6,c0,0,f0,1d,46,756.09758,174.53581233488376,17.6367104
27,43,ef,c0,0,f0,1d,46,756.147584,174.45864005581393,17.6367104
54,c7,f2,c0,0,f0,1d,46,756.197586,174.49722619534884,17.6367104
54,c7,f2,c0,0,f0,1d,46,756.247589,174.49722619534884,17.6367104
8,54,fd,c0,0,f0,1d,46,756.297594,174.61299214883718,17.6367104
81,4b,f6,c0,0,f0,1d,46,756.347597,174.53581233488376,17.6367104
54,c7,f2,c0,0,f0,1d,46,756.3976,174.49722619534884,17.6367104
27,43,ef,c0,0,f0,1d,46,756.447606,174.45864005581393,17.6367104
cd,be,eb,c0,0,f0,1d,46,756.497607,174.4200463813953,17.6367104
cd,be,eb,c0,0,f0,1d,46,756.54761,174.4200463813953,17.6367104
ec,ad,dd,c0,0,f0,1d,46,756.597612,174.26569428837206,17.6367104
ec,ad,dd,c0,0,f0,1d,46,756.647616,174.26569428837206,17.6367104
73,b6,e4,c0,0,f0,1d,46,756.697619,174.3428741023256,17.6367104
bf,29,da,c0,0,f0,1d,46,756.747623,174.22710814883726,17.6367104
bf,29,da,c0,0,f0,1d,46,756.797627,174.22710814883726,17.6367104
ae,cf,f9,c0,0,f0,1d,46,757.197655,174.57439847441856,17.6367104
bf,29,da,c0,0,f0,1d,46,757.247658,174.22710814883726,17.6367104
de,18,cc,c0,0,f0,1d,46,757.297661,174.072756055814,17.6367104
92,a5,d6,c0,0,f0,1d,46,757.347664,174.18852200930223,17.6367104
bf,29,da,c0,0,f0,1d,46,757.397669,174.22710814883726,17.6367104
92,a5,d6,c0,0,f0,1d,46,757.447671,174.18852200930223,17.6367104
92,a5,d6,c0,0,f0,1d,46,757.497674,174.18852200930223,17.6367104
92,a5,d6,c0,0,f0,1d,46,757.547678,174.18852200930223,17.6367104
46,32,e1,c0,0,f0,1d,46,757.597682,174.30428796279068,17.6367104
ec,ad,dd,c0,0,f0,1d,46,757.647685,174.26569428837206,17.6367104
92,a5,d6,c0,0,f0,1d,46,757.697688,174.18852200930223,17.6367104
ec,ad,dd,c0,0,f0,1d,46,757.747692,174.26569428837206,17.6367104
92,a5,d6,c0,0,f0,1d,46,757.797696,174.18852200930223,17.6367104
65,21,d3,c0,0,f0,1d,46,757.8477,174.14993586976743,17.6367104
92,a5,d6,c0,0,f0,1d,46,757.897702,174.18852200930223,17.6367104
65,21,d3,c0,0,f0,1d,46,757.947706,174.14993586976743,17.6367104
65,21,d3,c0,0,f0,1d,46,757.997709,174.14993586976743,17.6367104
65,21,d3,c0,0,f0,1d,46,758.047713,174.14993586976743,17.6367104
65,21,d3,c0,0,f0,1d,46,758.097717,174.14993586976743,17.6367104
92,a5,d6,c0,0,f0,1d,46,758.14772,174.18852200930223,17.6367104
bf,29,da,c0,0,f0,1d,46,758.197724,174.22710814883726,17.6367104
bf,29,da,c0,0,f0,1d,46,758.247728,174.22710814883726,17.6367104
ec,ad,dd,c0,0,f0,1d,46,758.297729,174.26569428837206,17.6367104
bf,29,da,c0,0,f0,1d,46,758.347735,174.22710814883726,17.6367104
65,21,d3,c0,0,f0,1d,46,758.397737,174.14993586976743,17.6367104
bf,29,da,c0,0,f0,1d,46,758.447742,174.22710814883726,17.6367104
