Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Timestamp (s),steering (°),TI core temp (C)
78,59,db,c2,0,f0,1d,46,706.894154,179.85854377674423,17.6367104
e9,61,ce,c2,0,f0,1d,46,706.944159,179.7162505116279,17.6367104
33,21,c7,c2,0,f0,1d,46,706.994162,179.63666238139535,17.6367104
7e,b3,a7,c2,0,f0,1d,46,707.044168,179.29178221395352,17.6367104
57,3d,95,c2,0,f0,1d,46,707.094169,179.08919514418596,17.6367104
2c,91,7a,c2,0,f0,1d,46,707.144174,178.79650493023257,17.6367104
9c,6c,41,c2,0,f0,1d,46,707.194176,178.16944989767433,17.6367104
8,48,8,c2,0,f0,1d,46,707.244181,177.54239419534883,17.6367104
3c,6,d3,c1,0,f0,1d,46,707.294187,176.95797990697668,17.6367104
6a,a9,d5,c1,0,f0,1d,46,707.344187,176.9869215627907,17.6367104
f3,46,ee,c1,0,f0,1d,46,707.394191,177.2570376,17.6367104
6f,30,f6,c1,0,f0,1d,46,707.444194,177.34386022325577,17.6367104
22,b0,1,c2,0,f0,1d,46,707.494201,177.47004223255817,17.6367104
e7,fe,d,c2,0,f0,1d,46,707.544203,177.60510033488367,17.6367104
94,12,11,c2,0,f0,1d,46,707.594205,177.63886414883723,17.6367104
4e,80,1c,c2,0,f0,1d,46,707.644209,177.76427575813943,17.6367104
e4,d1,1d,c2,0,f0,1d,46,707.694212,177.77874641860456,17.6367104
b7,2e,1b,c2,0,f0,1d,46,707.744214,177.74980493023259,17.6367104
20,83,11,c2,0,f0,1d,46,707.79422,177.6436884837209,17.6367104
84,10,c5,c0,0,f0,1d,46,709.144313,173.99558377674418,17.6367104
b1,94,c8,c0,0,f0,1d,46,709.19431,174.0341699162791,17.6367104
27,43,ef,c0,0,f0,1d,46,709.244314,174.45864005581393,17.6367104
cd,be,eb,c0,0,f0,1d,46,709.294322,174.4200463813953,17.6367104
44,a,22,c0,0,f0,1d,46,709.344325,172.20664029767443,17.6367104
e8,9e,e1,bf,0,f0,1d,46,709.39433,171.49973626046506,17.6367104
80,8d,d3,bf,0,f0,1d,46,709.444333,171.34536156279057,17.6367104
44,a,22,c0,0,f0,1d,46,709.494336,172.20664029767443,17.6367104
ba,34,45,c0,0,f0,1d,46,709.544336,172.59253183255805,17.6367104
0,cd,8c,c0,0,f0,1d,46,709.594339,173.3781754046512,17.6367104
44,a,22,c0,0,f0,1d,46,709.644345,172.20664029767443,17.6367104
20,ca,d,bf,0,f0,1d,46,709.694348,169.1752132465116,17.6367104
64,5b,a9,bf,0,f0,1d,46,709.744348,170.88232788837217,17.6367104
ad,65,dd,40,0,f0,1d,46,709.794353,-185.3160598883721,17.6367104
82,12,9,41,0,f0,1d,46,709.844359,-184.8367922232558,17.6367104
8e,76,eb,40,0,f0,1d,46,709.894357,-185.16170779534883,17.6367104
30,7b,a3,41,0,f0,1d,46,709.944363,-183.14239077209302,17.6367104
3e,2f,b4,41,0,f0,1d,46,709.994367,-182.95909719069766,17.6367104
1c,6d,b2,41,0,f0,1d,46,710.044369,-182.9783921860465,17.6367104
9a,29,ca,41,0,f0,1d,46,710.094376,-182.71792264186047,17.6367104
8c,a2,f9,41,0,f0,1d,46,710.14438,-182.196985227907,17.6367104
7e,55,0,42,0,f0,1d,46,710.194383,-182.12347389767442,17.6367104
e4,7c,6,42,0,f0,1d,46,710.244385,-182.0559442604651,17.6367104
6a,ed,2e,42,0,f0,1d,46,710.29439,-181.6121821395349,17.6367104
1,6c,70,42,0,f0,1d,46,710.344398,-180.89348031627907,17.6367104
8b,0,a9,42,0,f0,1d,46,710.394398,-180.2725988651163,17.6367104
23,52,d2,42,0,f0,1d,46,710.444401,-179.81918907906976,17.6367104
de,19,d2,42,0,f0,1d,46,710.494406,-179.82160107906975,17.6367104
de,19,d2,42,0,f0,1d,46,710.544407,-179.82160107906975,17.6367104
98,e1,d1,42,0,f0,1d,46,710.594413,-179.82401324651164,17.6367104
9b,e,d6,42,0,f0,1d,46,710.744423,-179.77818993488373,17.6367104
23,52,d2,42,0,f0,1d,46,710.794427,-179.81918907906976,17.6367104
23,52,d2,42,0,f0,1d,46,710.84443,-179.81918907906976,17.6367104
63,8a,d2,42,0,f0,1d,46,710.89443,-179.81677791627905,17.6367104
de,19,d2,42,0,f0,1d,46,711.44447,-179.82160107906975,17.6367104
de,19,d2,42,0,f0,1d,46,711.494475,-179.82160107906975,17.6367104
ee,fa,d2,42,0,f0,1d,46,711.544477,-179.81195374883723,17.6367104
63,8a,d2,42,0,f0,1d,46,711.594479,-179.81677791627905,17.6367104
a9,c2,d2,42,0,f0,1d,46,711.744491,-179.8143657488372,17.6367104
7f,4c,d4,42,0,f0,1d,46,711.794497,-179.7974839255814,17.6367104
de,19,d2,42,0,f0,1d,46,711.8445,-179.82160107906975,17.6367104
b6,76,cf,42,0,f0,1d,46,711.894504,-179.85054173023255,17.6367104
b2,d6,6e,40,0,f0,1d,46,712.544549,-186.5292704372093,17.6367104
ea,22,2e,c1,0,f0,1d,46,712.594552,175.1485867534883,17.6367104
3e,78,7d,c0,0,f0,1d,46,712.644558,173.20994020465116,17.6367104
e,62,9e,c0,0,f0,1d,46,712.694559,173.57111363720924,17.6367104
64,5b,a9,bf,0,f0,1d,46,712.744562,170.88232788837217,17.6367104
90,a9,27,3f,0,f0,1d,46,712.794566,-190.1195296744186,17.6367104
5e,60,c,40,0,f0,1d,46,712.844571,-187.6097426232558,17.6367104
f8,ca,43,3f,0,f0,1d,46,712.894574,-189.81084055813952,17.6367104
54,9f,fc,3f,0,f0,1d,46,712.944579,-187.78261931162788,17.6367104
c6,79,21,40,0,f0,1d,46,712.994579,-187.37821071627906,17.6367104
5e,60,c,40,0,f0,1d,46,713.044585,-187.6097426232558,17.6367104
88,eb,29,bf,0,f0,1d,46,713.094587,169.48390236279067,17.6367104
d0,83,ba,c0,0,f0,1d,46,713.144591,173.87981782325585,17.6367104
ae,cf,f9,c0,0,f0,1d,46,713.194594,174.57439847441856,17.6367104
5b,2b,35,c1,0,f0,1d,46,713.244596,175.2257628837209,17.6367104
80,c0,46,c1,0,f0,1d,46,713.294602,175.41870496744184,17.6367104
e8,9b,5d,c1,0,f0,1d,46,713.344604,175.66952617674417,17.6367104
58,a4,64,c1,0,f0,1d,46,713.394609,175.74670213953493,17.6367104
d6,7f,7b,c1,0,f0,1d,46,713.444612,175.99752703255808,17.6367104
1b,17,91,c1,0,f0,1d,46,713.494615,176.23445408372095,17.6367104
aa,bd,79,c1,0,f0,1d,46,713.544617,175.97823036279067,17.6367104
4,4,7f,c1,0,f0,1d,46,713.594625,176.03611333953495,17.6367104
94,4c,88,c1,0,f0,1d,46,713.644625,176.13798496744187,17.6367104
aa,bd,79,c1,0,f0,1d,46,713.694628,175.97823036279067,17.6367104
c,31,6f,c1,0,f0,1d,46,713.744634,175.86246809302327,17.6367104
93,fb,77,c1,0,f0,1d,46,713.794637,175.95893720930235,17.6367104
72,8a,86,c1,0,f0,1d,46,713.844639,176.11868997209308,17.6367104
10,36,90,c1,0,f0,1d,46,713.894644,176.22480759069765,17.6367104
ee,73,8e,c1,0,f0,1d,46,713.944647,176.20551259534886,17.6367104
93,fb,77,c1,0,f0,1d,46,713.994651,175.95893720930235,17.6367104
ba,17,5a,c1,0,f0,1d,46,714.044652,175.63093986976742,17.6367104
2e,a7,31,c1,0,f0,1d,46,714.094656,175.1871767441861,17.6367104
ba,17,5a,c1,0,f0,1d,46,714.144659,175.63093986976742,17.6367104
60,d1,54,c1,0,f0,1d,46,714.194661,175.57305689302325,17.6367104
f3,4f,1e,c1,0,f0,1d,46,714.244658,174.97494167441857,17.6367104
dc,8d,1c,c1,0,f0,1d,46,714.294663,174.95564852093014,17.6367104
58,a4,64,c1,0,f0,1d,46,714.344672,175.74670213953493,17.6367104
cf,84,9c,c1,0,f0,1d,46,714.394677,176.3598646883721,17.6367104
e2,bf,cd,c1,0,f0,1d,46,714.444679,176.90009693023262,17.6367104
39,b5,72,c1,0,f0,1d,46,714.494682,175.90105423255807,17.6367104
d,63,80,c1,0,f0,1d,46,714.544691,176.05116050232562,17.6367104
2b,20,61,c1,0,f0,1d,46,714.594686,175.7081159999999,17.6367104
c6,cb,1a,c1,0,f0,1d,46,714.644688,174.93635553488366,17.6367104
8b,74,7,c1,0,f0,1d,46,714.694695,174.72412046511636,17.6367104
2a,8c,c1,c0,0,f0,1d,46,714.744697,173.95699010232556,17.6367104
2a,8c,c1,c0,0,f0,1d,46,714.7947,173.95699010232556,17.6367104
65,21,d3,c0,0,f0,1d,46,714.8447,174.14993586976743,17.6367104
9e,af,38,c1,0,f0,1d,46,714.894707,175.26435270697675,17.6367104
61,4f,a5,c1,0,f0,1d,46,714.944711,176.45633564651166,17.6367104
e7,fe,d,c2,0,f0,1d,46,714.994715,177.60510033488367,17.6367104
e0,d1,45,c2,0,f0,1d,46,715.044713,178.21768453953484,17.6367104
eb,58,66,c2,0,f0,1d,46,715.094717,178.57462420465117,17.6367104
e0,da,85,c2,0,f0,1d,46,715.144723,178.9203723906977,17.6367104
73,ff,96,c2,0,f0,1d,46,715.194728,179.1084891348837,17.6367104
cc,9f,b8,c2,0,f0,1d,46,715.244729,179.47748695813948,17.6367104
7,51,d4,c2,0,f0,1d,46,715.294733,179.78136764651163,17.6367104
18,5f,ed,c2,0,f0,1d,46,715.344739,180.0563073488372,17.6367104
56,3d,f9,c2,0,f0,1d,46,715.39474,180.18654195348836,17.6367104
64,1e,fa,c2,0,f0,1d,46,715.444747,180.19618894883718,17.6367104
a7,56,fa,c2,0,f0,1d,46,715.494752,180.19860061395343,17.6367104
f9,6f,fb,c2,0,f0,1d,46,715.544755,180.21065944186046,17.6367104
66,4b,fe,c2,0,f0,1d,46,715.594762,180.24201209302316,17.6367104
13,20,1,c3,0,f0,1d,46,715.644765,180.2730754046512,17.6367104
72,1a,3,c3,0,f0,1d,46,715.694767,180.29478106046508,17.6367104
a3,17,4,c3,0,f0,1d,46,715.744772,180.30563413953485,17.6367104
e6,4f,4,c3,0,f0,1d,46,715.794773,180.30804580465121,17.6367104
ee,d6,6,c3,0,f0,1d,46,715.844779,180.33578087441867,17.6367104
bf,d9,5,c3,0,f0,1d,46,715.894781,180.3249281302326,17.6367104
bf,d9,5,c3,0,f0,1d,46,715.944782,180.3249281302326,17.6367104
e0,f5,5,c3,0,f0,1d,46,715.99479,180.32613387906974,17.6367104
38,69,5,c3,0,f0,1d,46,716.044791,180.32010463255824,17.6367104
59,85,5,c3,0,f0,1d,46,716.094797,180.32131038139528,17.6367104
bf,d9,5,c3,0,f0,1d,46,716.144798,180.3249281302326,17.6367104
7b,a1,5,c3,0,f0,1d,46,716.1948,180.32251629767438,17.6367104
9d,bd,5,c3,0,f0,1d,46,716.244803,180.32372221395337,17.6367104
46,4a,6,c3,0,f0,1d,46,716.294807,180.32975162790694,17.6367104
9d,bd,5,c3,0,f0,1d,46,716.344809,180.32372221395337,17.6367104
ee,d6,6,c3,0,f0,1d,46,716.394814,180.33578087441867,17.6367104
f1,3,1,c3,0,f0,1d,46,716.444822,180.27186948837198,17.6367104
9a,3f,51,c2,0,f0,1d,46,716.694836,178.34309614883728,17.6367104
c0,88,4b,c2,0,f0,1d,46,716.74484,178.28039084651152,17.6367104
a,48,58,c2,0,f0,1d,46,716.794844,178.42027211162792,17.6367104
6a,6f,5e,c2,0,f0,1d,46,716.844846,178.48780074418607,17.6367104
f1,e8,8a,c2,0,f0,1d,46,716.894849,178.97584269767435,17.6367104
59,34,7d,c2,0,f0,1d,46,716.944854,178.82544641860466,17.6367104
cc,69,74,c2,0,f0,1d,46,716.994857,178.72897629767442,17.6367104
12,fc,68,c2,0,f0,1d,46,717.044862,178.6035646883721,17.6367104
42,cc,5b,c2,0,f0,1d,46,717.094862,178.4588600930232,17.6367104
6,24,80,c2,0,f0,1d,46,717.144868,178.85766708837207,17.6367104
d8,1d,35,c2,0,f0,1d,46,717.194871,178.03439196279066,17.6367104
5c,8e,d,c2,0,f0,1d,46,717.244874,177.60027616744185,17.6367104
7a,e4,b6,c1,0,f0,1d,46,717.294879,176.6492757209303,17.6367104
aa,e,8a,c1,0,f0,1d,46,717.344882,176.15727795348835,17.6367104
aa,e,8a,c1,0,f0,1d,46,717.394886,176.15727795348835,17.6367104
26,f8,91,c1,0,f0,1d,46,717.44489,176.24410057674413,17.6367104
53,9b,94,c1,0,f0,1d,46,717.494892,176.27304206511621,17.6367104
5e,7c,95,c1,0,f0,1d,46,717.544896,176.2826885581395,17.6367104
53,9b,94,c1,0,f0,1d,46,717.5949,176.27304206511621,17.6367104
56,6e,a4,c1,0,f0,1d,46,717.644903,176.44668915348836,17.6367104
ad,e1,99,c1,0,f0,1d,46,717.694907,176.3309250418605,17.6367104
8c,1f,98,c1,0,f0,1d,46,717.744911,176.31163021395355,17.6367104
ad,e1,99,c1,0,f0,1d,46,717.794913,176.3309250418605,17.6367104
48,ba,93,c1,0,f0,1d,46,717.844916,176.26339557209303,17.6367104
aa,e,8a,c1,0,f0,1d,46,717.894921,176.15727795348835,17.6367104
94,4c,88,c1,0,f0,1d,46,717.944924,176.13798496744187,17.6367104
45,e7,83,c1,0,f0,1d,46,717.994929,176.08974848372088,17.6367104
6e,66,66,c1,0,f0,1d,46,718.04493,175.7659951255814,17.6367104
6e,66,66,c1,0,f0,1d,46,718.094934,175.7659951255814,17.6367104
88,ed,36,c1,0,f0,1d,46,718.144938,175.24505972093027,17.6367104
cd,be,eb,c0,0,f0,1d,46,718.194942,174.4200463813953,17.6367104
d0,83,ba,c0,0,f0,1d,46,718.244945,173.87981782325585,17.6367104
b,9d,cf,c0,0,f0,1d,46,718.294949,174.1113421953488,17.6367104
92,a5,d6,c0,0,f0,1d,46,718.344951,174.18852200930223,17.6367104
92,a5,d6,c0,0,f0,1d,46,718.394954,174.18852200930223,17.6367104
5a,d5,93,c0,0,f0,1d,46,718.444959,173.4553476837209,17.6367104
6,2c,3e,c0,0,f0,1d,46,718.494964,172.51534448372092,17.6367104
87,59,97,c0,0,f0,1d,46,718.544968,173.49393382325582,17.6367104
6,2c,3e,c0,0,f0,1d,46,718.594971,172.51534448372092,17.6367104
87,59,97,c0,0,f0,1d,46,718.644976,173.49393382325582,17.6367104
bf,29,da,c0,0,f0,1d,46,718.694975,174.22710814883726,17.6367104
54,c7,f2,c0,0,f0,1d,46,718.744979,174.49722619534884,17.6367104
74,b2,5,c1,0,f0,1d,46,718.794983,174.70482731162792,17.6367104
a0,3a,e8,c0,0,f0,1d,46,718.844987,174.3814602418604,17.6367104
b1,94,c8,c0,0,f0,1d,46,718.894985,174.0341699162791,17.6367104
a3,ff,b6,c0,0,f0,1d,46,718.944988,173.84123168372093,17.6367104
0,cd,8c,c0,0,f0,1d,46,718.994989,173.3781754046512,17.6367104
ac,23,37,c0,0,f0,1d,46,719.045,172.4381722046511,17.6367104
44,a,22,c0,0,f0,1d,46,719.095003,172.20664029767443,17.6367104
a3,ff,b6,c0,0,f0,1d,46,719.145007,173.84123168372093,17.6367104
44,a,22,c0,0,f0,1d,46,719.19501,172.20664029767443,17.6367104
1c,f7,af,c0,0,f0,1d,46,719.245015,173.7640518697674,17.6367104
99,9,19,c1,0,f0,1d,46,719.295013,174.9170586976744,17.6367104
de,18,cc,c0,0,f0,1d,46,719.345013,174.072756055814,17.6367104
79,c4,85,c0,0,f0,1d,46,719.395016,173.30099559069765,17.6367104
f8,12,29,c0,0,f0,1d,46,719.445025,172.28382764651167,17.6367104
e2,a3,44,40,0,f0,1d,46,719.495023,-186.9923342511628,17.6367104
dc,58,e,41,0,f0,1d,46,719.545028,-184.77890924651163,17.6367104
30,7b,a3,41,0,f0,1d,46,719.595035,-183.14239077209302,17.6367104
eb,d6,e,42,0,f0,1d,46,719.645035,-181.96429746976744,17.6367104
96,bd,49,42,0,f0,1d,46,719.695038,-181.3179486139535,17.6367104
f3,54,8b,42,0,f0,1d,46,719.745041,-180.59818487441862,17.6367104
c7,b1,b0,42,0,f0,1d,46,719.795046,-180.18818740465116,17.6367104
d7,bf,c9,42,0,f0,1d,46,719.845047,-179.91324786976745,17.6367104
c1,57,d0,42,0,f0,1d,46,719.895054,-179.8408952372093,17.6367104
1c,f8,c9,42,0,f0,1d,46,719.945058,-179.91083586976742,17.6367104
54,7c,cd,42,0,f0,1d,46,719.995063,-179.8722478883721,17.6367104
c1,57,d0,42,0,f0,1d,46,720.045067,-179.8408952372093,17.6367104
12,71,d1,42,0,f0,1d,46,720.095068,-179.82883657674418,17.6367104
58,a9,d1,42,0,f0,1d,46,720.145073,-179.82642440930232,17.6367104
12,71,d1,42,0,f0,1d,46,720.195079,-179.82883657674418,17.6367104
de,19,d2,42,0,f0,1d,46,720.24508,-179.82160107906975,17.6367104
98,e1,d1,42,0,f0,1d,46,720.295084,-179.82401324651164,17.6367104
a9,c2,d2,42,0,f0,1d,46,720.345088,-179.8143657488372,17.6367104
63,8a,d2,42,0,f0,1d,46,720.395092,-179.81677791627905,17.6367104
a9,c2,d2,42,0,f0,1d,46,720.745114,-179.8143657488372,17.6367104
98,e1,d1,42,0,f0,1d,46,720.795118,-179.82401324651164,17.6367104
ee,fa,d2,42,0,f0,1d,46,720.895127,-179.81195374883723,17.6367104
de,19,d2,42,0,f0,1d,46,720.94513,-179.82160107906975,17.6367104
7,90,d0,42,0,f0,1d,46,720.995137,-179.83848306976745,17.6367104
23,52,d2,42,0,f0,1d,46,721.045138,-179.81918907906976,17.6367104
8d,0,d1,42,0,f0,1d,46,721.095142,-179.83365973953485,17.6367104
de,19,d2,42,0,f0,1d,46,721.145144,-179.82160107906975,17.6367104
a9,c2,d2,42,0,f0,1d,46,721.195147,-179.8143657488372,17.6367104
12,71,d1,42,0,f0,1d,46,721.245152,-179.82883657674418,17.6367104
12,71,d1,42,0,f0,1d,46,721.295155,-179.82883657674418,17.6367104
3c,e7,cf,42,0,f0,1d,46,721.345161,-179.8457184,17.6367104
38,ba,cb,42,0,f0,1d,46,721.395162,-179.89154187906976,17.6367104
2c,d9,b6,42,0,f0,1d,46,721.445166,-180.12065793488372,17.6367104
2f,6,93,42,0,f0,1d,46,721.49517,-180.5137734139535,17.6367104
50,2b,55,42,0,f0,1d,46,721.545173,-181.19253700465117,17.6367104
b7,d9,3,42,0,f0,1d,46,721.595178,-182.0848857488372,17.6367104
6c,50,7,41,0,f0,1d,46,721.64518,-184.85608520930234,17.6367104
0,d8,90,bb,0,f0,1d,46,721.695186,159.37649949767433,17.6367104
30,f,7c,3f,0,f0,1d,46,721.745191,-189.1934020465116,17.6367104
d4,8a,2f,40,0,f0,1d,46,721.79519,-187.2238510883721,17.6367104
84,f3,59,41,0,f0,1d,46,721.845194,-183.94926965581396,17.6367104
62,a5,c6,41,0,f0,1d,46,721.895197,-182.75651062325582,17.6367104
0,51,d0,41,0,f0,1d,46,721.945203,-182.65039300465114,17.6367104
16,13,d2,41,0,f0,1d,46,721.995205,-182.63110001860466,17.6367104
a6,a,cb,41,0,f0,1d,46,722.04521,-182.70827598139536,17.6367104
b1,eb,cb,41,0,f0,1d,46,722.095212,-182.6986294883721,17.6367104
9a,29,ca,41,0,f0,1d,46,722.145216,-182.71792264186047,17.6367104
fd,7d,c0,41,0,f0,1d,46,722.19522,-182.82404009302326,17.6367104
4f,42,66,41,0,f0,1d,46,722.245221,-183.8142105488372,17.6367104
c0,18,ea,bd,0,f0,1d,46,722.295225,165.974330344186,17.6367104
a0,3a,e8,c0,0,f0,1d,46,722.345229,174.3814602418604,17.6367104
79,c4,85,c0,0,f0,1d,46,722.395231,173.30099559069765,17.6367104
54,9f,fc,3f,0,f0,1d,46,722.445238,-187.78261931162788,17.6367104
54,9f,fc,3f,0,f0,1d,46,722.495242,-187.78261931162788,17.6367104
a0,8e,ee,3f,0,f0,1d,46,722.545243,-187.93696386976742,17.6367104
50,c0,fd,bf,0,f0,1d,46,722.595249,171.80842537674425,17.6367104
8a,6f,76,c0,0,f0,1d,46,722.645249,173.13275285581392,17.6367104
be,bf,bd,40,0,f0,1d,46,722.695254,-185.6633502139535,17.6367104
18,c8,c4,40,0,f0,1d,46,722.745257,-185.58617793488372,17.6367104
54,9f,fc,3f,0,f0,1d,46,722.795262,-187.78261931162788,17.6367104
d4,8a,2f,40,0,f0,1d,46,722.845263,-187.2238510883721,17.6367104
28,88,b,3f,0,f0,1d,46,722.895269,-190.42821879069768,17.6367104
ba,34,45,c0,0,f0,1d,46,722.94527,172.59253183255805,17.6367104
84,10,c5,c0,0,f0,1d,46,722.995274,173.99558377674418,17.6367104
58,6a,fd,c2,0,f0,1d,46,725.845471,180.23236509767446,17.6367104
59,6a,e9,c2,0,f0,1d,46,725.895473,180.01289586976736,17.6367104
4f,e3,c8,c2,0,f0,1d,46,725.945479,179.655956372093,17.6367104
66,4b,9a,c2,0,f0,1d,46,725.99548,179.14466511627904,17.6367104
1c,83,61,c2,0,f0,1d,46,726.045489,178.52156539534872,17.6367104
13,cf,28,c2,0,f0,1d,46,726.095489,177.89933386046505,17.6367104
24,a,a,c2,0,f0,1d,46,726.145494,177.56168818604658,17.6367104
9e,99,9,c2,0,f0,1d,46,726.195495,177.55686485581396,17.6367104
cf,c3,4,c2,0,f0,1d,46,726.2455,177.5038060465116,17.6367104
c1,1c,cb,c1,0,f0,1d,46,726.295504,176.87115745116284,17.6367104
4,55,8f,c1,0,f0,1d,46,726.345508,176.2151609302325,17.6367104
6c,30,a6,c1,0,f0,1d,46,726.39551,176.46598213953496,17.6367104
7c,39,76,c1,0,f0,1d,46,726.445515,175.93964405581391,17.6367104
f0,c8,4d,c1,0,f0,1d,46,726.495628,175.4958809302325,17.6367104
f0,c8,4d,c1,0,f0,1d,46,726.545633,175.4958809302325,17.6367104
be,49,bb,c1,0,f0,1d,46,726.595634,176.6975103627907,17.6367104
34,ac,a2,c1,0,f0,1d,46,726.645633,176.42739415813946,17.6367104
f0,c8,4d,c1,0,f0,1d,46,726.695636,175.4958809302325,17.6367104
f0,c8,4d,c1,0,f0,1d,46,726.745635,175.4958809302325,17.6367104
80,c0,46,c1,0,f0,1d,46,726.795638,175.41870496744184,17.6367104
18,e5,2f,c1,0,f0,1d,46,726.84564,175.1678837581395,17.6367104
74,b2,5,c1,0,f0,1d,46,726.895637,174.70482731162792,17.6367104
a0,3a,e8,c0,0,f0,1d,46,726.945636,174.3814602418604,17.6367104
0,cd,8c,c0,0,f0,1d,46,726.995638,173.3781754046512,17.6367104
88,eb,29,bf,0,f0,1d,46,727.045642,169.48390236279067,17.6367104
4c,18,8c,3f,0,f0,1d,46,727.095639,-189.01743605581396,17.6367104
0,29,9a,3f,0,f0,1d,46,727.145643,-188.86309149767442,17.6367104
30,f,7c,3f,0,f0,1d,46,727.195645,-189.1934020465116,17.6367104
0,d8,90,bb,0,f0,1d,46,727.245644,159.37649949767433,17.6367104
6,2c,3e,c0,0,f0,1d,46,727.295645,172.51534448372092,17.6367104
c2,ee,a8,c0,0,f0,1d,46,727.345643,173.68687959069769,17.6367104
7a,1a,27,c1,0,f0,1d,46,727.395644,175.07141079069766,17.6367104
64,58,25,c1,0,f0,1d,46,727.445647,175.05211780465117,17.6367104
ae,cf,f9,c0,0,f0,1d,46,727.495647,174.57439847441856,17.6367104
27,43,ef,c0,0,f0,1d,46,727.545647,174.45864005581393,17.6367104
31,2e,2,c1,0,f0,1d,46,727.595647,174.66623748837208,17.6367104
f6,6e,6d,c1,0,f0,1d,46,727.645648,175.8431751069768,17.6367104
cd,be,eb,c0,0,f0,1d,46,727.695648,174.4200463813953,17.6367104
6c,85,15,c1,0,f0,1d,46,727.745648,174.8784725581396,17.6367104
f3,4f,1e,c1,0,f0,1d,46,727.795649,174.97494167441857,17.6367104
5b,2b,35,c1,0,f0,1d,46,727.845651,175.2257628837209,17.6367104
ac,44,4a,c1,0,f0,1d,46,727.89565,175.4572909395348,17.6367104
ac,44,4a,c1,0,f0,1d,46,727.94565,175.4572909395348,17.6367104
ac,44,4a,c1,0,f0,1d,46,727.995652,175.4572909395348,17.6367104
ba,17,5a,c1,0,f0,1d,46,728.045651,175.63093986976742,17.6367104
c8,ac,6b,c1,0,f0,1d,46,728.095653,175.82387810232558,17.6367104
60,d1,54,c1,0,f0,1d,46,728.145654,175.57305689302325,17.6367104
ba,17,5a,c1,0,f0,1d,46,728.195657,175.63093986976742,17.6367104
4a,f,53,c1,0,f0,1d,46,728.245659,175.55376390697666,17.6367104
72,8a,86,c1,0,f0,1d,46,728.295649,176.11868997209308,17.6367104
cc,d0,8b,c1,0,f0,1d,46,728.345652,176.17657294883725,17.6367104
9c,28,68,c1,0,f0,1d,46,728.39565,175.7852921302325,17.6367104
ba,17,5a,c1,0,f0,1d,46,728.495657,175.63093986976742,17.6367104
d8,b1,8c,c1,0,f0,1d,46,728.545775,176.18621960930227,17.6367104
f6,6e,6d,c1,0,f0,1d,46,728.595776,175.8431751069768,17.6367104
9c,28,68,c1,0,f0,1d,46,728.645776,175.7852921302325,17.6367104
d6,7f,7b,c1,0,f0,1d,46,728.695778,175.99752703255808,17.6367104
26,f8,91,c1,0,f0,1d,46,728.74578,176.24410057674413,17.6367104
d8,b1,8c,c1,0,f0,1d,46,728.795772,176.18621960930227,17.6367104
e6,65,9d,c1,0,f0,1d,46,728.845773,176.3695131906976,17.6367104
b6,ef,8a,c1,0,f0,1d,46,728.895779,176.16692461395348,17.6367104
22,f3,70,c1,0,f0,1d,46,728.94578,175.88176107906986,17.6367104
f0,c8,4d,c1,0,f0,1d,46,728.99578,175.4958809302325,17.6367104
1a,6c,0,c1,0,f0,1d,46,729.045781,174.64694433488376,17.6367104
6e,45,53,c0,0,f0,1d,46,729.095777,172.7468763906977,17.6367104
88,eb,29,bf,0,f0,1d,46,729.145779,169.48390236279067,17.6367104
18,6c,b7,bf,0,f0,1d,46,729.195779,171.0366724465116,17.6367104
2a,8c,c1,c0,0,f0,1d,46,729.245781,173.95699010232556,17.6367104
46,32,e1,c0,0,f0,1d,46,729.295785,174.30428796279068,17.6367104
58,ce,67,40,0,f0,1d,46,729.345783,-186.60644271627908,17.6367104
d4,8a,2f,40,0,f0,1d,46,729.395785,-187.2238510883721,17.6367104
84,6c,d2,3f,0,f0,1d,46,729.445782,-188.2456831255814,17.6367104
ba,34,45,c0,0,f0,1d,46,729.495788,172.59253183255805,17.6367104
4d,96,23,c1,0,f0,1d,46,729.545784,175.03282465116274,17.6367104
c6,76,ab,c1,0,f0,1d,46,729.595788,176.52386511627913,17.6367104
66,15,6,c2,0,f0,1d,46,729.645786,177.5182768744187,17.6367104
41,cc,33,c2,0,f0,1d,46,729.695789,178.0199211348837,17.6367104
ee,85,56,c2,0,f0,1d,46,729.745792,178.40097812093018,17.6367104
7b,50,5f,c2,0,f0,1d,46,729.795791,178.49744824186052,17.6367104
97,12,61,c2,0,f0,1d,46,729.845793,178.51674223255816,17.6367104
40,9f,6b,c2,0,f0,1d,46,729.895795,178.63250634418603,17.6367104
48,53,7c,c2,0,f0,1d,46,729.945796,178.8157989209302,17.6367104
ee,bb,86,c2,0,f0,1d,46,729.995797,178.93001938604652,17.6367104
3,f7,8f,c2,0,f0,1d,46,730.0458,179.03131317209295,17.6367104
27,40,9e,c2,0,f0,1d,46,730.0958,179.18807693023257,17.6367104
2e,c7,96,c2,0,f0,1d,46,730.145798,179.10607713488366,17.6367104
43,2,a0,c2,0,f0,1d,46,730.195804,179.2073709209302,17.6367104
b7,64,af,c2,0,f0,1d,46,730.245799,179.37619317209305,17.6367104
8a,67,b8,c2,0,f0,1d,46,730.295801,179.47507546046518,17.6367104
40,d5,c3,c2,0,f0,1d,46,730.345804,179.6004863999999,17.6367104
